timestamp_ms,latitude,longitude,inside
1776133008836,33.99152506028569,-118.05579719119285,true
1776133009005,33.991525030387216,-118.05579733763182,true
1776133009107,33.99152507177818,-118.05579737305686,true
1776133009210,33.991524992701436,-118.05579746063532,true
1776133009309,33.991525017519734,-118.05579750069577,true
1776133009409,33.99152509484883,-118.05579741837785,true
1776133009505,33.991525127163165,-118.05579744946068,true
1776133009613,33.99152521443843,-118.05579769689099,true
1776133009712,33.99152525702019,-118.05579774565146,true
1776133009812,33.99152535119181,-118.05579780161366,true
1776133009910,33.991525404298,-118.05579784838643,true
1776133010012,33.99152548094174,-118.05579789715077,true
1776133010107,33.99152553657945,-118.05579794972004,true
1776133010207,33.99152559147185,-118.0557981631396,true
1776133010309,33.991525650390685,-118.05579823147501,true
1776133010410,33.99152569410755,-118.055798109466,true
1776133010510,33.99152575657309,-118.05579816250672,true
1776133010609,33.99152564689538,-118.05579820882998,true
1776133010706,33.99152569277112,-118.05579826250357,true
1776133010811,33.991525749873766,-118.05579830888497,true
1776133010909,33.99152579629351,-118.05579835984884,true
1776133011007,33.99152584584015,-118.05579762684943,true
1776133011110,33.99152589086776,-118.055797611618,true
1776133011209,33.99152594061573,-118.05579731920503,true
1776133011311,33.99152597980073,-118.055797287727,true
1776133011411,33.991526186584196,-118.05579675347106,true
1776133011508,33.991526241018256,-118.0557966799487,true
1776133011609,33.99152595968136,-118.05579700044674,true
1776133011708,33.991525976331125,-118.05579695990838,true
1776133011808,33.99152590938939,-118.05579735770918,true
1776133011907,33.99152592447141,-118.05579733601995,true
1776133012010,33.991525889981084,-118.05579732181143,true
1776133012113,33.99152590244164,-118.05579728151844,true
1776133012213,33.99152589105195,-118.05579679652925,true
1776133012308,33.99152590092959,-118.05579671470731,true
1776133012408,33.991526034521776,-118.05579620624002,true
1776133012509,33.99152605167698,-118.05579608984675,true
1776133012607,33.99152600595546,-118.05579648212094,true
1776133012707,33.99152601555038,-118.05579640422148,true
1776133012810,33.99152598031473,-118.05579671302569,true
1776133012905,33.99152598217375,-118.0557966493851,true
1776133013020,33.99152580204189,-118.0557968694975,true
1776133013106,33.991525786248815,-118.05579682468536,true
1776133013205,33.991525798799316,-118.05579702339784,true
1776133013306,33.99152578843337,-118.05579700007992,true
1776133013405,33.99152581746659,-118.05579704512714,true
1776133013506,33.99152580886971,-118.05579702748176,true
1776133013603,33.99152567824594,-118.05579706648963,true
1776133013706,33.991525663785026,-118.05579705241935,true
1776133013809,33.9915257076561,-118.05579723476637,true
1776133013907,33.9915257048119,-118.05579724052802,true
1776133014013,33.99152574806616,-118.05579739508836,true
1776133014108,33.99152575247811,-118.05579741698944,true
1776133014205,33.99152576615516,-118.05579754568744,true
1776133014304,33.99152576096362,-118.05579758381961,true
1776133014408,33.99152574127689,-118.05579738887724,true
1776133014507,33.99152572838799,-118.05579741868009,true
1776133014609,33.991526014715106,-118.05579682304895,true
1776133014704,33.99152600298702,-118.05579701686646,true
1776133014811,33.991525916868284,-118.05579778256838,true
1776133014908,33.991525845557426,-118.05579867868224,true
1776133015014,33.99152573990189,-118.0557996515241,true
1776133015110,33.991525622376905,-118.05580121114987,true
1776133015205,33.99152559940477,-118.05580280327402,true
1776133015308,33.991525467491684,-118.0558050046553,true
1776133015407,33.99152525478848,-118.05580779092061,true
1776133015512,33.99152507106708,-118.05581065595334,true
1776133015608,33.99152461245538,-118.05581362611683,true
1776133015705,33.99152436513335,-118.05581704958105,true
1776133015809,33.99152432746042,-118.05582062741821,true
1776133015907,33.9915240738717,-118.05582434368279,true
1776133016008,33.9915239760206,-118.05582799609495,true
1776133016106,33.991523724380855,-118.05583174888235,true
1776133016205,33.99152353633318,-118.05583570024018,true
1776133016320,33.99152329735103,-118.05583936119216,true
1776133016409,33.99152302918145,-118.0558430968121,true
1776133016510,33.99152281246895,-118.05584659501135,true
1776133016606,33.991522899075996,-118.05585029329468,true
1776133016716,33.991522731456094,-118.05585343787881,true
1776133016807,33.99152263236708,-118.05585618799824,true
1776133016908,33.99152253777142,-118.05585852144844,true
1776133017006,33.991522406183876,-118.05586122231794,true
1776133017106,33.991522360680804,-118.0558631516219,true
1776133017206,33.99152234058287,-118.05586507069667,true
1776133017310,33.99152232093041,-118.05586675157582,true
1776133017406,33.991522102877184,-118.05586866529833,true
1776133017508,33.991522071389554,-118.05587033046174,true
1776133017608,33.99152173377242,-118.05587194682977,true
1776133017711,33.99152167044592,-118.05587368304475,true
1776133017807,33.99152131375032,-118.05587522100966,true
1776133017907,33.99152120776066,-118.0558770816902,true
1776133018005,33.99152103328296,-118.05587884000646,true
1776133018108,33.99152090589748,-118.05588086240131,true
1776133018208,33.99152076824886,-118.05588238912442,true
1776133018303,33.991520623519705,-118.05588459838293,true
1776133018406,33.99152052670521,-118.05588677774944,true
1776133018509,33.99152037353337,-118.05588923987577,true
1776133018605,33.99152014706316,-118.055891431569,true
1776133018708,33.99151996913727,-118.05589413133298,true
1776133018805,33.9915199457368,-118.05589632897772,true
1776133018908,33.991519760036454,-118.05589923712803,true
1776133019005,33.99151924322126,-118.0559024120227,true
1776133019112,33.99151900425623,-118.05590558502652,true
1776133019204,33.99151905687411,-118.05590875390769,true
1776133019304,33.99151883205304,-118.0559121375916,true
1776133019405,33.99151875038908,-118.05591564865489,true
1776133019503,33.991518523177845,-118.0559192090146,true
1776133019605,33.991518302811556,-118.05592273321052,true
1776133019708,33.99151806350813,-118.05592643356556,true
1776133019806,33.99151819888224,-118.05592998549395,true
1776133019915,33.99151799665208,-118.05593380637787,true
1776133020009,33.991517794417625,-118.05593816980185,true
