timestamp_ms,iso_time,latitude,longitude,altitude_m,heading_deg,phase
1780698422389,2026-06-05T15:27:02.389,34.04795603,-117.83734570,8.50,-171.5,lane 6/22
1780698422639,2026-06-05T15:27:02.639,34.04794647,-117.83734707,8.50,-171.6,lane 6/22
1780698422939,2026-06-05T15:27:02.939,34.04793163,-117.83734958,8.50,-171.3,lane 6/22
1780698423238,2026-06-05T15:27:03.238,34.04791673,-117.83735237,8.50,-169.2,lane 6/22
1780698423489,2026-06-05T15:27:03.489,34.04790727,-117.83735422,8.60,-168.1,lane 6/22
1780698423789,2026-06-05T15:27:03.789,34.04789299,-117.83735732,8.70,-168.2,lane 6/22
1780698424089,2026-06-05T15:27:04.089,34.04788533,-117.83735930,8.70,-168.1,lane 6/22
1780698424388,2026-06-05T15:27:04.388,34.04788097,-117.83736072,8.60,-167.6,lane 6/22
1780698424638,2026-06-05T15:27:04.638,34.04787842,-117.83736163,8.60,-166.7,lane 6/22
1780698424888,2026-06-05T15:27:04.888,34.04787530,-117.83736343,8.50,-165.4,lane 6/22
1780698425139,2026-06-05T15:27:05.139,34.04787383,-117.83736429,8.60,-164.8,lane 7/22
1780698425390,2026-06-05T15:27:05.390,34.04787161,-117.83736584,8.50,-161.5,lane 7/22
1780698425639,2026-06-05T15:27:05.639,34.04787044,-117.83736802,8.50,-157.7,lane 7/22
1780698425938,2026-06-05T15:27:05.938,34.04786824,-117.83737253,8.50,-148.7,lane 7/22
1780698426188,2026-06-05T15:27:06.188,34.04786573,-117.83737874,8.50,-137.9,lane 7/22
1780698426438,2026-06-05T15:27:06.438,34.04786391,-117.83738310,8.60,-134.4,lane 7/22
1780698426688,2026-06-05T15:27:06.688,34.04786207,-117.83738741,8.60,-133.2,lane 7/22
1780698426939,2026-06-05T15:27:06.939,34.04785944,-117.83739341,8.60,-130.7,lane 7/22
1780698427189,2026-06-05T15:27:07.189,34.04785713,-117.83739870,8.60,-128.1,lane 7/22
1780698427440,2026-06-05T15:27:07.440,34.04785603,-117.83740168,8.60,-127.3,lane 7/22
1780698427739,2026-06-05T15:27:07.739,34.04785438,-117.83740531,8.60,-124.9,lane 7/22
1780698428038,2026-06-05T15:27:08.038,34.04785293,-117.83740914,8.60,-123.8,lane 8/22
1780698428289,2026-06-05T15:27:08.289,34.04785394,-117.83741136,8.60,-118.6,lane 8/22
1780698428539,2026-06-05T15:27:08.539,34.04785637,-117.83741260,8.60,-114.9,lane 8/22
1780698428838,2026-06-05T15:27:08.838,34.04786241,-117.83741365,8.60,-104.8,lane 8/22
1780698429089,2026-06-05T15:27:09.089,34.04787148,-117.83741488,8.60,-91.7,lane 8/22
1780698429388,2026-06-05T15:27:09.388,34.04788336,-117.83741565,8.50,-78.5,lane 8/22
1780698429638,2026-06-05T15:27:09.638,34.04789278,-117.83741616,8.50,-69.2,lane 8/22
1780698429888,2026-06-05T15:27:09.888,34.04790832,-117.83741706,8.50,-55.0,lane 8/22
1780698430138,2026-06-05T15:27:10.138,34.04791956,-117.83741722,8.50,-45.7,lane 8/22
1780698430388,2026-06-05T15:27:10.388,34.04793547,-117.83741765,8.60,-31.9,lane 8/22
1780698430639,2026-06-05T15:27:10.639,34.04794662,-117.83741781,8.60,-22.9,lane 8/22
1780698430938,2026-06-05T15:27:10.938,34.04796335,-117.83741810,8.60,-10.1,lane 8/22
1780698431188,2026-06-05T15:27:11.188,34.04797981,-117.83741795,8.60,-3.5,lane 8/22
1780698431438,2026-06-05T15:27:11.438,34.04799086,-117.83741795,8.60,-1.9,lane 8/22
1780698431689,2026-06-05T15:27:11.689,34.04800170,-117.83741792,8.60,-1.9,lane 8/22
1780698431989,2026-06-05T15:27:11.989,34.04802338,-117.83741796,8.60,-1.8,lane 8/22
1780698432288,2026-06-05T15:27:12.288,34.04803947,-117.83741808,8.50,-1.8,lane 8/22
1780698432539,2026-06-05T15:27:12.539,34.04805003,-117.83741836,8.50,-1.9,lane 8/22
1780698432839,2026-06-05T15:27:12.839,34.04806654,-117.83741868,8.60,-1.8,lane 8/22
1780698433138,2026-06-05T15:27:13.138,34.04808163,-117.83741932,8.60,-1.8,lane 8/22
1780698433388,2026-06-05T15:27:13.388,34.04809766,-117.83741969,8.60,-1.9,lane 8/22
1780698433639,2026-06-05T15:27:13.639,34.04810822,-117.83742001,8.50,-0.5,lane 8/22
1780698433939,2026-06-05T15:27:13.939,34.04812398,-117.83742037,8.50,0.4,lane 8/22
1780698434239,2026-06-05T15:27:14.239,34.04813983,-117.83742051,8.60,0.2,lane 8/22
1780698434538,2026-06-05T15:27:14.538,34.04815529,-117.83742072,8.60,0.3,lane 8/22
1780698434789,2026-06-05T15:27:14.789,34.04817122,-117.83742049,8.60,0.4,lane 8/22
1780698435089,2026-06-05T15:27:15.089,34.04818693,-117.83742057,8.60,1.0,lane 8/22
1780698435388,2026-06-05T15:27:15.388,34.04820314,-117.83742015,8.60,2.3,lane 8/22
1780698435638,2026-06-05T15:27:15.638,34.04821319,-117.83741984,8.60,2.3,lane 8/22
1780698435888,2026-06-05T15:27:15.888,34.04822921,-117.83741917,8.50,3.4,lane 8/22
1780698436138,2026-06-05T15:27:16.138,34.04824018,-117.83741857,8.50,5.3,lane 8/22
1780698436389,2026-06-05T15:27:16.389,34.04825582,-117.83741735,8.50,5.8,lane 8/22
1780698436639,2026-06-05T15:27:16.639,34.04826575,-117.83741622,8.50,5.7,lane 8/22
1780698436889,2026-06-05T15:27:16.889,34.04828005,-117.83741423,8.50,6.7,lane 8/22
1780698437139,2026-06-05T15:27:17.139,34.04828942,-117.83741286,8.50,7.2,lane 8/22
1780698437439,2026-06-05T15:27:17.439,34.04830297,-117.83741041,8.50,8.6,lane 9/22
1780698437689,2026-06-05T15:27:17.689,34.04831540,-117.83740849,8.50,4.8,lane 9/22
1780698437988,2026-06-05T15:27:17.988,34.04832582,-117.83740806,8.50,1.1,lane 9/22
1780698438239,2026-06-05T15:27:18.239,34.04833165,-117.83740838,8.50,-1.6,lane 9/22
1780698438489,2026-06-05T15:27:18.489,34.04833829,-117.83740914,8.50,-9.9,lane 9/22
1780698438788,2026-06-05T15:27:18.788,34.04834298,-117.83741081,8.50,-20.5,lane 9/22
1780698439038,2026-06-05T15:27:19.038,34.04834477,-117.83741212,8.60,-28.9,lane 9/22
1780698439288,2026-06-05T15:27:19.288,34.04834613,-117.83741455,8.60,-41.4,lane 9/22
1780698439538,2026-06-05T15:27:19.538,34.04834601,-117.83741641,8.60,-50.0,lane 9/22
1780698439788,2026-06-05T15:27:19.788,34.04834450,-117.83742003,8.60,-60.5,lane 9/22
1780698440039,2026-06-05T15:27:20.039,34.04834329,-117.83742231,8.60,-65.4,lane 9/22
1780698440338,2026-06-05T15:27:20.338,34.04834124,-117.83742571,8.60,-68.8,lane 9/22
1780698440589,2026-06-05T15:27:20.589,34.04833964,-117.83742885,8.60,-71.7,lane 10/22
1780698440838,2026-06-05T15:27:20.838,34.04833871,-117.83743027,8.60,-75.3,lane 10/22
1780698441088,2026-06-05T15:27:21.088,34.04833640,-117.83743236,8.50,-80.9,lane 10/22
1780698441338,2026-06-05T15:27:21.338,34.04833412,-117.83743308,8.50,-85.1,lane 10/22
1780698441588,2026-06-05T15:27:21.588,34.04832908,-117.83743345,8.50,-96.3,lane 10/22
1780698441839,2026-06-05T15:27:21.839,34.04832491,-117.83743337,8.60,-103.6,lane 10/22
1780698442138,2026-06-05T15:27:22.138,34.04831739,-117.83743270,8.60,-115.8,lane 10/22
1780698442389,2026-06-05T15:27:22.389,34.04830805,-117.83743177,8.60,-128.5,lane 10/22
1780698442689,2026-06-05T15:27:22.689,34.04829739,-117.83743014,8.50,-142.6,lane 10/22
1780698442939,2026-06-05T15:27:22.939,34.04828949,-117.83742914,8.50,-152.3,lane 10/22
1780698443238,2026-06-05T15:27:23.238,34.04827661,-117.83742768,8.50,-165.7,lane 10/22
1780698443488,2026-06-05T15:27:23.488,34.04826354,-117.83742636,8.50,-171.8,lane 10/22
1780698443739,2026-06-05T15:27:23.739,34.04825432,-117.83742578,8.50,-173.1,lane 10/22
1780698443989,2026-06-05T15:27:23.989,34.04823982,-117.83742566,8.50,-172.7,lane 10/22
1780698444288,2026-06-05T15:27:24.288,34.04822510,-117.83742609,8.50,-172.4,lane 10/22
1780698444538,2026-06-05T15:27:24.538,34.04821509,-117.83742660,8.60,-172.2,lane 10/22
1780698444788,2026-06-05T15:27:24.788,34.04820019,-117.83742779,8.60,-171.9,lane 10/22
1780698445039,2026-06-05T15:27:25.039,34.04818984,-117.83742889,8.60,-171.8,lane 10/22
1780698445338,2026-06-05T15:27:25.338,34.04817409,-117.83743062,8.70,-171.9,lane 10/22
1780698445588,2026-06-05T15:27:25.588,34.04815828,-117.83743216,8.70,-172.0,lane 10/22
1780698445838,2026-06-05T15:27:25.838,34.04814751,-117.83743314,8.70,-171.9,lane 10/22
1780698446089,2026-06-05T15:27:26.089,34.04813212,-117.83743472,8.60,-172.3,lane 10/22
1780698446339,2026-06-05T15:27:26.339,34.04812097,-117.83743557,8.60,-172.0,lane 10/22
1780698446638,2026-06-05T15:27:26.638,34.04810487,-117.83743695,8.60,-172.3,lane 10/22
1780698446888,2026-06-05T15:27:26.888,34.04808890,-117.83743805,8.60,-172.2,lane 10/22
1780698447138,2026-06-05T15:27:27.138,34.04807829,-117.83743872,8.60,-172.2,lane 10/22
1780698447388,2026-06-05T15:27:27.388,34.04806235,-117.83743990,8.60,-172.3,lane 10/22
1780698447639,2026-06-05T15:27:27.639,34.04805182,-117.83744089,8.60,-172.2,lane 10/22
1780698447939,2026-06-05T15:27:27.939,34.04803617,-117.83744245,8.60,-172.1,lane 10/22
1780698448189,2026-06-05T15:27:28.189,34.04802034,-117.83744423,8.60,-172.2,lane 10/22
1780698448488,2026-06-05T15:27:28.488,34.04800464,-117.83744651,8.60,-172.2,lane 10/22
1780698448738,2026-06-05T15:27:28.738,34.04799417,-117.83744785,8.60,-172.2,lane 10/22
1780698448989,2026-06-05T15:27:28.989,34.04797910,-117.83744960,8.60,-172.5,lane 10/22
1780698449239,2026-06-05T15:27:29.239,34.04796880,-117.83745112,8.50,-171.4,lane 10/22
1780698449539,2026-06-05T15:27:29.539,34.04795347,-117.83745331,8.50,-170.3,lane 10/22
1780698449789,2026-06-05T15:27:29.789,34.04793835,-117.83745590,8.50,-170.3,lane 10/22
1780698450088,2026-06-05T15:27:30.088,34.04792301,-117.83745888,8.60,-169.4,lane 10/22
1780698450339,2026-06-05T15:27:30.339,34.04791258,-117.83746114,8.60,-167.9,lane 10/22
1780698450638,2026-06-05T15:27:30.638,34.04789744,-117.83746448,8.60,-167.4,lane 10/22
1780698450888,2026-06-05T15:27:30.888,34.04788298,-117.83746747,8.60,-166.2,lane 10/22
1780698451139,2026-06-05T15:27:31.139,34.04787568,-117.83746917,8.70,-167.5,lane 10/22
1780698451439,2026-06-05T15:27:31.439,34.04786694,-117.83747107,8.70,-167.6,lane 10/22
1780698451738,2026-06-05T15:27:31.738,34.04786112,-117.83747271,8.60,-166.4,lane 10/22
1780698451988,2026-06-05T15:27:31.988,34.04785751,-117.83747389,8.50,-164.7,lane 10/22
1780698452238,2026-06-05T15:27:32.238,34.04785573,-117.83747519,8.50,-163.1,lane 11/22
1780698452488,2026-06-05T15:27:32.488,34.04785368,-117.83747740,8.50,-161.4,lane 11/22
1780698452739,2026-06-05T15:27:32.739,34.04785248,-117.83747915,8.50,-158.2,lane 11/22
1780698453039,2026-06-05T15:27:33.039,34.04785056,-117.83748363,8.50,-150.4,lane 11/22
1780698453289,2026-06-05T15:27:33.289,34.04784827,-117.83748949,8.60,-138.9,lane 11/22
1780698453589,2026-06-05T15:27:33.589,34.04784551,-117.83749657,8.60,-133.8,lane 11/22
1780698453839,2026-06-05T15:27:33.839,34.04784359,-117.83750068,8.60,-132.8,lane 11/22
1780698454138,2026-06-05T15:27:34.138,34.04784059,-117.83750571,8.70,-129.7,lane 11/22
1780698454388,2026-06-05T15:27:34.388,34.04783832,-117.83751002,8.60,-126.9,lane 11/22
1780698454638,2026-06-05T15:27:34.638,34.04783716,-117.83751233,8.70,-124.8,lane 11/22
1780698454888,2026-06-05T15:27:34.888,34.04783549,-117.83751603,8.70,-123.1,lane 11/22
1780698455140,2026-06-05T15:27:35.140,34.04783467,-117.83751852,8.70,-122.0,lane 11/22
1780698455439,2026-06-05T15:27:35.439,34.04783340,-117.83752151,8.70,-120.3,lane 12/22
1780698455738,2026-06-05T15:27:35.738,34.04783408,-117.83752308,8.60,-114.6,lane 12/22
1780698455988,2026-06-05T15:27:35.988,34.04783742,-117.83752378,8.60,-106.3,lane 12/22
1780698456238,2026-06-05T15:27:36.238,34.04784107,-117.83752377,8.60,-99.6,lane 12/22
1780698456488,2026-06-05T15:27:36.488,34.04784870,-117.83752461,8.60,-86.2,lane 12/22
1780698456738,2026-06-05T15:27:36.738,34.04785527,-117.83752506,8.60,-76.9,lane 12/22
1780698456988,2026-06-05T15:27:36.988,34.04786654,-117.83752535,8.60,-63.5,lane 12/22
1780698457238,2026-06-05T15:27:37.238,34.04787581,-117.83752538,8.60,-55.0,lane 12/22
1780698457488,2026-06-05T15:27:37.488,34.04789081,-117.83752558,8.60,-40.4,lane 12/22
