timestamp_ms,iso_time,latitude,longitude,altitude_m,heading_deg,phase
1780698276642,2026-06-05T15:24:36.642,34.04808415,-117.83772579,15.00,4.0,lane 20/22
1780698276942,2026-06-05T15:24:36.942,34.04810050,-117.83772363,14.90,3.9,lane 20/22
1780698277193,2026-06-05T15:24:37.193,34.04811696,-117.83772137,15.00,3.9,lane 20/22
1780698277491,2026-06-05T15:24:37.491,34.04813333,-117.83771948,15.00,3.9,lane 20/22
1780698277742,2026-06-05T15:24:37.742,34.04814415,-117.83771811,15.00,4.0,lane 20/22
1780698278042,2026-06-05T15:24:38.042,34.04816081,-117.83771599,15.00,4.0,lane 20/22
1780698278341,2026-06-05T15:24:38.341,34.04817711,-117.83771425,15.00,4.1,lane 20/22
1780698278591,2026-06-05T15:24:38.591,34.04819355,-117.83771236,15.00,3.9,lane 20/22
1780698278841,2026-06-05T15:24:38.841,34.04820449,-117.83771089,15.00,4.0,lane 20/22
1780698279091,2026-06-05T15:24:39.091,34.04822057,-117.83770887,14.90,4.5,lane 20/22
1780698279341,2026-06-05T15:24:39.341,34.04823142,-117.83770758,14.90,5.7,lane 20/22
1780698279592,2026-06-05T15:24:39.592,34.04824763,-117.83770545,14.90,5.6,lane 20/22
1780698279842,2026-06-05T15:24:39.842,34.04825819,-117.83770398,14.90,5.7,lane 20/22
1780698280092,2026-06-05T15:24:40.092,34.04827436,-117.83770176,14.90,5.7,lane 20/22
1780698280391,2026-06-05T15:24:40.391,34.04829045,-117.83769910,14.80,7.9,lane 20/22
1780698280641,2026-06-05T15:24:40.641,34.04830133,-117.83769743,14.80,8.1,lane 20/22
1780698280892,2026-06-05T15:24:40.892,34.04831697,-117.83769458,14.80,8.0,lane 20/22
1780698281142,2026-06-05T15:24:41.142,34.04832762,-117.83769248,14.80,8.9,lane 20/22
1780698281392,2026-06-05T15:24:41.392,34.04834340,-117.83768917,14.80,9.6,lane 20/22
1780698281642,2026-06-05T15:24:41.642,34.04835380,-117.83768644,14.80,10.3,lane 21/22
1780698281942,2026-06-05T15:24:41.942,34.04836843,-117.83768295,14.80,6.1,lane 21/22
1780698282242,2026-06-05T15:24:42.242,34.04838127,-117.83768120,14.80,1.0,lane 21/22
1780698282491,2026-06-05T15:24:42.491,34.04839198,-117.83768006,14.80,-6.6,lane 21/22
1780698282743,2026-06-05T15:24:42.743,34.04839779,-117.83767995,14.80,-13.4,lane 21/22
1780698283045,2026-06-05T15:24:43.045,34.04840476,-117.83768051,14.90,-26.3,lane 21/22
1780698283341,2026-06-05T15:24:43.341,34.04840934,-117.83768151,14.90,-39.1,lane 21/22
1780698283592,2026-06-05T15:24:43.592,34.04841209,-117.83768335,14.90,-52.0,lane 21/22
1780698283842,2026-06-05T15:24:43.842,34.04841266,-117.83768467,14.90,-60.7,lane 21/22
1780698284141,2026-06-05T15:24:44.141,34.04841200,-117.83768681,14.90,-72.7,lane 21/22
1780698284391,2026-06-05T15:24:44.391,34.04840983,-117.83768980,14.90,-85.0,lane 21/22
1780698284641,2026-06-05T15:24:44.641,34.04840763,-117.83769204,14.90,-92.9,lane 21/22
1780698284892,2026-06-05T15:24:44.892,34.04840351,-117.83769561,15.00,-99.4,lane 21/22
1780698285142,2026-06-05T15:24:45.142,34.04840109,-117.83769791,15.00,-100.9,lane 21/22
1780698285442,2026-06-05T15:24:45.442,34.04839777,-117.83770115,15.10,-103.6,lane 21/22
1780698285692,2026-06-05T15:24:45.692,34.04839475,-117.83770435,15.00,-106.9,lane 21/22
1780698285991,2026-06-05T15:24:45.991,34.04839254,-117.83770678,15.00,-110.4,lane 21/22
1780698286242,2026-06-05T15:24:46.242,34.04839135,-117.83770838,15.00,-112.9,lane 22/22
1780698286542,2026-06-05T15:24:46.542,34.04838875,-117.83771047,15.00,-117.3,lane 22/22
1780698286842,2026-06-05T15:24:46.842,34.04838487,-117.83771153,15.00,-124.6,lane 22/22
1780698287093,2026-06-05T15:24:47.093,34.04837950,-117.83771219,15.00,-135.9,lane 22/22
1780698287391,2026-06-05T15:24:47.391,34.04837227,-117.83771264,15.00,-150.1,lane 22/22
1780698287641,2026-06-05T15:24:47.641,34.04836692,-117.83771289,15.00,-159.4,lane 22/22
1780698287892,2026-06-05T15:24:47.892,34.04835756,-117.83771291,15.00,-166.9,lane 22/22
1780698288191,2026-06-05T15:24:48.191,34.04834670,-117.83771323,15.00,-167.1,lane 22/22
1780698288441,2026-06-05T15:24:48.441,34.04833903,-117.83771368,15.00,-167.2,lane 22/22
1780698288691,2026-06-05T15:24:48.691,34.04832622,-117.83771472,15.00,-167.2,lane 22/22
1780698288941,2026-06-05T15:24:48.941,34.04831723,-117.83771582,15.00,-167.2,lane 22/22
1780698289192,2026-06-05T15:24:49.192,34.04830291,-117.83771777,15.00,-167.1,lane 22/22
1780698289491,2026-06-05T15:24:49.491,34.04828764,-117.83771984,15.00,-167.0,lane 22/22
1780698289741,2026-06-05T15:24:49.741,34.04827736,-117.83772145,15.00,-167.1,lane 22/22
1780698289992,2026-06-05T15:24:49.992,34.04826196,-117.83772388,15.00,-167.1,lane 22/22
1780698290291,2026-06-05T15:24:50.291,34.04824663,-117.83772596,15.00,-167.0,lane 22/22
1780698290541,2026-06-05T15:24:50.541,34.04823617,-117.83772747,15.00,-167.0,lane 22/22
1780698290791,2026-06-05T15:24:50.791,34.04822070,-117.83772994,15.00,-167.1,lane 22/22
1780698291041,2026-06-05T15:24:51.041,34.04821026,-117.83773157,15.00,-167.1,lane 22/22
1780698291291,2026-06-05T15:24:51.291,34.04819482,-117.83773453,15.00,-167.2,lane 22/22
1780698291541,2026-06-05T15:24:51.541,34.04818957,-117.83773536,15.00,-167.1,lane 22/22
1780698291792,2026-06-05T15:24:51.792,34.04816883,-117.83773905,15.00,-167.0,lane 22/22
1780698292091,2026-06-05T15:24:52.091,34.04815317,-117.83774194,15.00,-166.9,lane 22/22
1780698292342,2026-06-05T15:24:52.342,34.04814283,-117.83774378,14.90,-167.0,lane 22/22
1780698292592,2026-06-05T15:24:52.592,34.04812739,-117.83774672,14.90,-167.1,lane 22/22
1780698292842,2026-06-05T15:24:52.842,34.04811718,-117.83774865,14.90,-167.1,lane 22/22
1780698293141,2026-06-05T15:24:53.141,34.04810182,-117.83775168,14.90,-167.0,lane 22/22
1780698293392,2026-06-05T15:24:53.392,34.04808628,-117.83775473,14.90,-167.0,lane 22/22
1780698293691,2026-06-05T15:24:53.691,34.04807084,-117.83775771,14.90,-167.4,lane 22/22
1780698293942,2026-06-05T15:24:53.942,34.04806073,-117.83775970,14.90,-167.2,lane 22/22
1780698294192,2026-06-05T15:24:54.192,34.04804545,-117.83776268,14.90,-167.0,lane 22/22
1780698294442,2026-06-05T15:24:54.442,34.04803518,-117.83776463,14.90,-167.0,lane 22/22
1780698294741,2026-06-05T15:24:54.741,34.04801991,-117.83776768,14.80,-167.2,lane 22/22
1780698294991,2026-06-05T15:24:54.991,34.04800425,-117.83777088,14.90,-167.1,lane 22/22
1780698295242,2026-06-05T15:24:55.242,34.04799460,-117.83777309,14.90,-167.2,lane 22/22
1780698295541,2026-06-05T15:24:55.541,34.04797907,-117.83777648,14.90,-167.1,lane 22/22
1780698295791,2026-06-05T15:24:55.791,34.04796352,-117.83778001,14.90,-167.0,lane 22/22
1780698296041,2026-06-05T15:24:56.041,34.04795314,-117.83778289,14.90,-167.3,lane 22/22
1780698296291,2026-06-05T15:24:56.291,34.04793762,-117.83778689,14.90,-167.1,lane 22/22
1780698296542,2026-06-05T15:24:56.542,34.04793242,-117.83778827,14.90,-167.2,lane 22/22
1780698296793,2026-06-05T15:24:56.793,34.04791175,-117.83779374,14.90,-167.2,lane 22/22
1780698297042,2026-06-05T15:24:57.042,34.04790115,-117.83779672,14.90,-167.1,lane 22/22
1780698297292,2026-06-05T15:24:57.292,34.04788549,-117.83780107,15.00,-167.0,lane 22/22
1780698297591,2026-06-05T15:24:57.591,34.04786932,-117.83780583,15.00,-167.0,lane 22/22
1780698297842,2026-06-05T15:24:57.842,34.04785941,-117.83780880,15.00,-167.1,lane 22/22
1780698298092,2026-06-05T15:24:58.092,34.04784403,-117.83781352,14.90,-167.2,lane 22/22
1780698298392,2026-06-05T15:24:58.392,34.04783039,-117.83781794,15.00,-167.0,lane 22/22
1780698298691,2026-06-05T15:24:58.691,34.04781940,-117.83782221,14.90,-167.1,lane 22/22
1780698298942,2026-06-05T15:24:58.942,34.04781390,-117.83782444,14.90,-167.5,lane 22/22
1780698299241,2026-06-05T15:24:59.241,34.04780862,-117.83782682,14.90,-167.5,lane 22/22
1780698299492,2026-06-05T15:24:59.492,34.04780566,-117.83782917,14.90,-166.5,lane 22/22
